	Domain	Phylum	Class	Order	Family	Genus	Species	RandomForestExp	RandomForestPrefer	pH	SOC	TN	MAT	MaxTWarmM	MAP	PWetM	NDVI	ClusterNames
OTU_1409	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	89.12792324	STempSeason	-0.191993159			0.158266598	-0.159747539		0.199473477		Low pH high SOC
OTU_141	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified	60.97181758	pH	0.188639802								High pH
OTU_1417	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium celatum	31.93119935	pH	-0.214484619								Low pH
OTU_1418	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unclassified	metagenome	31.73011783	pH	0.256252666	-0.214760415	0.322182653		0.161866601			0.177823501	High pH and TN with low SOC
OTU_1419	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	metagenome	58.91343895	pH	-0.238312546								Low pH
OTU_142	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified	81.15860782	SMDR	-0.154656804	0.30424611					0.134296782		Low pH high SOC
OTU_1420	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. GSSD-12	34.20649854	SOC		0.141391291							High SOC
OTU_1425	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	27.14340916	Isothermality									
OTU_1428	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	49.99313758	SMaxTWarmM		0.141794497	-0.190615584						High SOC
OTU_1429	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	78.64726922	PrecSeason	0.304662342		0.163311105					0.199627795	High pH
OTU_1431	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	metagenome	Unclassified	44.9212663	pH		0.231603577	-0.173770309			-0.157072951	0.225480561		High PWetM
OTU_1433	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	Unclassified	21.75705768	pH									
OTU_14373	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	48.16355958	SMDR	-0.307000562					-0.163984961			Low pH
OTU_1438	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	Unclassified	Unclassified	41.73846439	pH	0.478303882							0.22618929	High pH
OTU_1444	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified	metagenome	43.52424042	pH	-0.16678603	0.179341903					0.1821371		Low pH high SOC
OTU_14473	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified	Unclassified	48.73846377	PrecSeason									
OTU_1455	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terracidiphilus	Unclassified	46.56942176	pH	-0.210974911			0.136656813	-0.16417629		0.193945298		Low pH high SOC
OTU_1456	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin516	metagenome	57.50592906	SIsothermality	-0.177581148			0.161026245			0.194000253		Low pH high SOC
OTU_1460	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	metagenome	36.04491304	PColdQ		0.235122458							High SOC
OTU_14610	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	21.39978693	pH									
OTU_1464	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	Unclassified	29.28506295	pH	0.271017193								High pH
OTU_1466	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified	23.95417084	TN									
OTU_1473	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	Unclassified	45.38394116	TN	-0.260282868	0.195768288							Low pH high SOC
OTU_1475	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified	22.3517111	MAP									
OTU_1479	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp.	29.57712581	TN								0.204105337	High NDVI
OTU_148	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	metagenome	39.3134419	SOC				-0.136773893					
OTU_1486	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	metagenome	23.60864788	pH									
OTU_1492	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	Unclassified	31.302764	pH							0.15530103		High PWetM
OTU_1495	Bacteria	Myxococcota	bacteriap25	metagenome	Unclassified	Unclassified	Unclassified	26.77068379	pH	0.351737659								High pH
OTU_1499	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Unclassified	21.82179562	SOC									
OTU_15	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	36.55246282	pH	-0.389596658	0.142306516	-0.162321721						Low pH high SOC
OTU_150	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	Phyllobacterium myrsinacearum	38.51800853	pH		-0.260565335	0.175855842	-0.369153137			-0.160922334		Low SOC
OTU_1505	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	-9.136709716	SMeanTWarmQ	-0.226066032				-0.161966098			-0.152767022	Low pH
OTU_1508	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified	35.10706868	MeanTWarmQ	-0.205010307	0.181361087							Low pH high SOC
OTU_151	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified	62.52040268	TN		-0.13466888		-0.456023103	0.393952857		-0.23202276	0.207687498	High MaxTWarmM
OTU_1510	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	67.83749779	SMaxTWarmM	-0.252047968								Low pH
OTU_153	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	53.10245659	SOC	-0.309321853			-0.243308659	0.260526071			0.167064517	Low pH low MAT
OTU_1530	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	55.86790772	MAT									
OTU_15313	Bacteria	WPS-2	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	66.07064461	PWetQ									
OTU_1535	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	Nordella oligomobilis	25.9251408	TN									
OTU_154	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	33.97189878	SMDR	-0.272951359				0.156405828				Low pH
OTU_1542	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	metagenome	28.03361497	TN									
OTU_1544	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	3.098463414	pH		0.167101777							High SOC
OTU_1545	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	metagenome	40.64851293	TN	0.20887366								High pH
OTU_1546	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	metagenome	Unclassified	69.25544206	MeanTWarmQ	-0.134872892	0.23495074							Low pH high SOC
OTU_1548	Bacteria	Chloroflexi	KD4-96	Unclassified	Unclassified	Unclassified	Unclassified	44.88156573	SOC	0.163699638	-0.338412878	0.190996158				-0.175458364		High pH and TN with low SOC
OTU_155	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Unclassified	Unclassified	Unclassified	68.53183685	SMinTColdM	0.275874032		0.238186967				-0.142055476		High pH
OTU_15526	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	51.12829859	TN									
OTU_1553	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Unclassified	Unclassified	Unclassified	53.6809839	pH	0.31193956		0.162576942						High pH
OTU_1557	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	Unclassified	Unclassified	Unclassified	32.81164855	TN	-0.258808548	0.148498886		0.146725218					Low pH high SOC
OTU_1558	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified	Unclassified	50.32772796	PDryM									
OTU_15727	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	54.48324222	PWetQ		-0.169522158							
OTU_158	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified	67.89606695	SMAT	0.269229158			-0.164951312		-0.160713996		0.256890602	High pH
OTU_1580	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	Unclassified	41.69045013	pH	-0.317416883								Low pH
OTU_15808	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	Unclassified	73.74223296	TempSeason									
OTU_1584	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	metagenome	40.82354854	pH		0.146327743		-0.133775072		0.162663853			
OTU_1592	Bacteria	Chloroflexi	TK10	bacterium Ellin6519	Unclassified	Unclassified	Unclassified	48.51019656	STAR	-0.229373591			0.230645787	-0.235298361		0.157837401		Low pH high SOC
OTU_1593	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Unclassified	4.939482337	pH		0.163171825		0.143564909	-0.223595252	-0.13553304	0.142571649		High SOC
OTU_1597	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unclassified	metagenome	21.00186994	PDryM									
OTU_1599	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	metagenome	Unclassified	Unclassified	41.85658805	SMDR								0.19630949	High NDVI
OTU_16	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	66.49092531	pH	0.307509389				0.19828332	-0.141512926		0.239034682	High pH
OTU_160	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	63.1151978	pH	-0.264863245								Low pH
OTU_1600	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Unclassified	53.14886264	pH	0.156853065			-0.18503635					
OTU_1601	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	56.21951172	PWetM	-0.171413509		0.134680275	-0.163707793	0.338724506				Low pH low MAT
OTU_1605	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	77.24468898	pH			-0.254781899			-0.137764119			
OTU_161	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Lapillicoccus	Unclassified	42.33039443	SMDR	-0.31809811						-0.161827703	0.235105823	Low pH low MAT
OTU_1617	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	35.21447726	TN						-0.24177492	0.165132651		High PWetM
OTU_162	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unclassified	Unclassified	61.39427436	SOC	0.376483873						0.150761103		High pH
OTU_1620	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	metagenome	Unclassified	9.203380123	TN									
OTU_1623	Bacteria	Chloroflexi	KD4-96	Unclassified	Unclassified	Unclassified	Unclassified	26.89866855	TempSeason									
OTU_1624	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	Unclassified	16.01423561	STAR									
OTU_163	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Mesorhizobium mediterraneum	46.33055938	pH	0.285257631								High pH
OTU_1633	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	Unclassified	Unclassified	Unclassified	32.82067642	SOC	0.168847018	-0.165685223						-0.147191535	High pH
OTU_1639	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	13.54140812	SOC									
OTU_1643	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	18.29543419	SMaxTWarmM									
OTU_1645	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Unclassified	Unclassified	78.76676571	pH								0.162542173	High NDVI
OTU_1652	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	26.60925023	PWetM									
OTU_1655	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	Unclassified	50.33729817	pH	0.314066347					-0.147250311			High pH
OTU_166	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Unclassified	54.17636098	TN	0.404403116		0.269788362	-0.167074238	0.284673948				High pH and TN with low SOC
OTU_1662	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	Unclassified	40.81147491	TN		0.149994801	-0.172689866			-0.1844554	0.328368455		High PWetM
OTU_1665	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	Unclassified	41.39698661	SOC						-0.176117213	0.219047039		High PWetM
OTU_167	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax boronicumulans	17.90772342	pH									
OTU_1671	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Unclassified	10.99940842	TN									
OTU_16732	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	69.79041347	pH	-0.246804257	0.2752874	-0.156362545						High SOC
OTU_16747	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	98.58686623	TempSeason		-0.169522335							
OTU_1675	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Kribbella sp. enrichment culture clone VanCtr42	36.74969494	SOC	-0.305014089	-0.153832034		-0.170676878	0.153337709		-0.148717563	0.167396093	Low pH low MAT
OTU_1681	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	Unclassified	19.98627241	PWetM									
OTU_1689	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Unclassified	Unclassified	28.21348055	PrecSeason									
OTU_1691	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	Unclassified	40.98238938	pH	-0.247293164			-0.207195971	0.293517261				Low pH low MAT
OTU_1692	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	Unclassified	30.79414194	SOC									
OTU_1695	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	42.35964106	TN									
OTU_1699	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	metagenome	Unclassified	14.10790026	MDR									
OTU_17	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	27.63197288	pH	-0.429198821				0.199871588				Low pH low MAT
OTU_170	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unclassified	Acidibacter	Unclassified	55.06165028	TN	0.241379318	0.223947801							High SOC
OTU_1718	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	metagenome	17.465667	Isothermality									
OTU_172	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	metagenome	Unclassified	75.98241582	SMDR		0.261517457							High SOC
OTU_1724	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified	55.95000635	SIsothermality					0.266387067		0.182531764		High PWetM
OTU_1730	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Cryptosporangiaceae	Cryptosporangium	Cryptosporangium japonicum	11.16721571	SOC									
OTU_1731	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unclassified	metagenome	37.76027947	PrecSeason		0.178152692		-0.171398328	0.214684279				High MaxTWarmM
OTU_174	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	39.71517716	MDR				-0.224754197	0.188558991			0.213414709	High MaxTWarmM
OTU_1741	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Unclassified	36.47652168	MDR	0.201099289					-0.14486031	0.159299702		High pH
OTU_1752	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	Unclassified	30.20466156	STAR									
OTU_1758	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unclassified	27.22411953	pH		0.229548651	-0.194496969		-0.15676121				High SOC
OTU_176	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter	Unclassified	64.13731157	TN	-0.138904774	0.25644903							Low pH high SOC
OTU_1760	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	Unclassified	Unclassified	49.87076906	STAR		0.189775665				-0.215475406	0.157668238		High PWetM
OTU_1768	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unclassified	Unclassified	Unclassified	17.86967957	SOC									
OTU_1769	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Unclassified	Unclassified	Unclassified	62.77635202	pH	0.314236394	-0.142448197	0.221739806						High pH and TN with low SOC
OTU_177	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Unclassified	Unclassified	Unclassified	60.71192874	PWarmQ							-0.166710316		
OTU_17753	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	61.56874791	TN		-0.139142866			-0.217327235				
OTU_1778	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	28.32203922	pH	-0.317467632								Low pH
OTU_1781	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	8.21066093	NDVI									
OTU_1785	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	-0.302460294	PDryM									
OTU_1791	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified	Unclassified	52.60426382	SOC	0.146690816			0.157432095				-0.270763883	
OTU_1796	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	Unclassified	67.53717458	PDryM					0.140587244		-0.249145698		
OTU_18	Bacteria	Chloroflexi	KD4-96	metagenome	Unclassified	Unclassified	Unclassified	63.40617967	PWetM	-0.137296314	-0.423728304	0.2414388				-0.234372523	0.321176648	Low pH low MAT
OTU_1801	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	58.33533578	pH	-0.203411178			-0.146512855					Low pH
OTU_1807	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	42.71816174	PWarmQ	0.17772279			-0.150306657	0.326772115				High MaxTWarmM
OTU_1817	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unclassified	Acidibacter	Unclassified	33.81244118	TN					0.202519545	-0.134094788	0.189393681		High PWetM
OTU_1826	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	20.66215477	Isothermality									
OTU_1828	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified	-0.461556087	TN				-0.135524283	0.228336749				High MaxTWarmM
OTU_183	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	63.20516695	pH	-0.26239458			-0.256490321	0.324805605				Low pH low MAT
OTU_1834	Bacteria	Actinobacteriota	Thermoleophilia	Unclassified	Unclassified	Unclassified	Unclassified	70.18203765	pH	0.152217908	-0.374851093	0.225664369						High pH and TN with low SOC
OTU_18522	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	metagenome	Unclassified	55.27012936	pH	-0.307410173								Low pH
OTU_1853	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	Unclassified	Unclassified	42.89091252	pH	0.352449979		0.294956628	-0.136909998					High pH
OTU_1856	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified	Unclassified	57.21978562	SOC	0.232293269	-0.326098715	0.219886979				0.160349203		High pH and TN with low SOC
OTU_1862	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax avenae	16.5580788	SMaxTWarmM									
OTU_1863	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Tardiphaga	Unclassified	20.74722242	MeanTWetQ									
OTU_187	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina psychrophila	35.88935623	Isothermality									
OTU_18705	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	68.8761612	SMaxTWarmM		-0.14172261		-0.204385862					
OTU_1873	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified	soil metagenome	7.372731763	Isothermality									
OTU_1879	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter	Unclassified	23.34253452	TN									
OTU_188	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Unclassified	39.07340609	pH	-0.270962846			-0.166281081	0.189148129				Low pH low MAT
OTU_1888	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified	metagenome	56.83520624	SOC	-0.151356094								Low pH
OTU_1891	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	Unclassified	Unclassified	68.14221545	PrecSeason	0.354575633	-0.146047871	0.295557595					0.243820622	High pH
OTU_190	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Unclassified	37.65067595	SOC	0.140121972		0.15155187	0.250296829			0.196394351		High pH
OTU_1906	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unclassified	79.52965798	MeanTWetQ				-0.239264311	0.221190587	0.166193818			High MaxTWarmM
OTU_1914	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	Unclassified	36.10351989	pH	-0.13422807								Low pH
OTU_193	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	70.46662532	STAR	-0.315528								Low pH
OTU_1934	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	15.06620328	pH									
OTU_1940	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	Unclassified	30.88273452	TN									
OTU_195	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	62.64034809	SOC	0.293795692	-0.196231124	0.253004611		0.143247139				High pH and TN with low SOC
OTU_1950	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	metagenome	Unclassified	32.60640146	SOC	0.173869696					-0.247616545	0.285406281		High pH
OTU_1955	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	metagenome	61.21039148	pH		0.193386653				-0.146040837	0.223655666		High PWetM
OTU_1956	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unclassified	Acidibacter	Unclassified	69.17743934	SOC									
OTU_196	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas daechungensis	53.3505647	MeanTWarmQ				-0.269865948	0.402567702			0.238822146	High MaxTWarmM
OTU_19653	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Unclassified	Unclassified	61.93345943	pH		-0.155007374							
OTU_19686	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unclassified	Unclassified	6.904019452	PColdQ									
OTU_197	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified	59.43092862	pH		0.161684615	-0.165277879	-0.136964186					High SOC
OTU_1974	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	Unclassified	Unclassified	20.7574342	TN									
OTU_1976	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Plot4-2H12	Unclassified	24.53005312	pH									
OTU_198	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	Unclassified	Unclassified	Unclassified	60.83007923	SMDR	-0.201383152			-0.151723456					Low pH
OTU_1985	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Arenimicrobium luteum	34.43291643	pH						-0.203645813	0.300947144		High PWetM
OTU_1991	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	Unclassified	Unclassified	50.85567669	SOC		0.188738209	-0.136366851				0.197322275		High SOC
OTU_1992	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unclassified	13.7716694	MeanTWetQ									
OTU_1994	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	46.37814642	pH					0.265545207				High MaxTWarmM
OTU_2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium elkanii	67.05805979	NDVI			0.170730239	-0.155768757					
OTU_2008	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Unclassified	7.105616373	TN							0.250615445		High PWetM
